id;bereich_key;iteration_key;start;ende;duration_minutes;has_comment;freitext_kommentar;word_count;valence;valence_rank;arousal;arousal_raw;corner;topic_key;arousal_llm_rejected;n_no_judgement;answer_std;flag_speeder;flag_straightliner;quality_flag;teamarbeit_score;kultur_score;fuehrung_score;strategie_score;arbeitsgestaltung_score;entwicklung_score;wertschoepfung_score;engagement_score;overall_score;group_small;valence_jitter;valence_bin;arousal_bin
16;2;9;2025-05-22 01:44:00;2025-05-22 01:51:54;7,9;1;Ich finde, wir sollten die Strategie des Unternehmens klarer kommunizieren. Es ist schwer, meine Arbeit optimal zu erledigen, wenn ich nicht genau weiß, was das Unternehmen langfristig erreichen will und wie meine Aufgaben darin einzuordnen sind. Eine regelmäßige Überarbeitung und Kommunikation der Strategie würde uns allen helfen, unsere Ziele besser zu verstehen und effektiver zu arbeiten.;56,0;-0,3;-0,21120000000000005;0,23199999999999998;2,9974999999999996;Low Valence/High Arousal;1,0;6,003325538090318;0;1,165543034828717;False;False;False;3,8333333333333335;3,0;2,25;4,0;2,875;2,7142857142857144;2,7777777777777777;3,0;3,0;0;-0,31363806391076116;-0,4;0,2
17;12;12;2025-10-20 02:11:00;2025-10-20 02:17:48;6,8;0;;;;;;;;;;0;0,6936368469679924;False;False;False;4,333333333333333;4,5;4,0;4,666666666666667;4,625;4,714285714285714;4,777777777777778;4,4;4,5;0;;;
18;12;7;2025-03-28 01:09:00;2025-03-28 01:23:24;14,4;0;;;;;;;;;;0;0,0;False;True;False;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;0;;;
19;3;10;2025-09-09 01:29:00;2025-09-09 01:34:36;5,6;0;;;;;;;;;;0;1,4092635522174926;False;False;False;4,5;3,0;3,25;3,8333333333333335;2,25;2,857142857142857;4,555555555555555;1,6;3,2962962962962963;0;;;
20;8;5;2024-10-29 00:12:00;2024-10-29 00:18:42;6,7;1;Ich wünsche mir mehr Möglichkeiten zur Weiterbildung und Entwicklung innerhalb des Unternehmens. Aktuell habe ich das Gefühl, dass es an konkreten Angeboten mangelt, um meine Fähigkeiten zu erweitern oder mich auf neuere Technologien und Methoden im Arbeitsalltag einzustellen. Es wäre hilfreich, wenn gezielte Schulungen angeboten würden, um unser Wissen auf dem aktuellen Stand zu halten und unsere Karrierechancen innerhalb des Unternehmens zu verbessern.;63,0;-0,3;-0,21120000000000005;0,009600000000000053;2,8953461538461536;Low Valence/High Arousal;13,0;5,456589905472947;0;0,7401814800036013;False;False;False;2,8333333333333335;4,0;3,5;3,1666666666666665;4,0;4,142857142857143;3,111111111111111;4,2;3,5925925925925926;0;-0,29341678004389676;-0,3;0,0
21;2;2;2024-04-03 11:27:00;2024-04-03 11:32:54;5,9;1;Ich finde unsere Prozesse meist gut strukturiert, aber manchmal auch etwas bürokratisch. Unsere Werkzeuge hingegen sind überwiegend hilfreich und effizient.;20,0;0,25;0,18199999999999994;-0,9576;2,246142857142857;High Valence/Low Arousal;11,0;3,8375691933582363;0;0,9727237400687625;False;False;False;4,0;3,3333333333333335;4,5;4,166666666666667;4,5;3,4285714285714284;4,555555555555555;5,0;4,185185185185185;0;0,2629043870042687;0,2;-1,0
22;12;7;2025-04-13 00:28:00;2025-04-13 00:36:00;8,0;0;;;;;;;;;;0;0,45210896443586507;False;False;False;5,0;4,833333333333333;4,25;5,0;4,875;4,857142857142857;4,444444444444445;4,4;4,722222222222222;0;;;
23;3;7;2025-04-12 10:33:00;2025-04-12 10:54:36;21,6;1;Ich finde es großartig, wie gut wir als Team zusammenarbeiten. Jeder Einsatz wird anerkannt und wertgeschätzt. Das motiviert ungemein und führt zu hervorragenden Ergebnissen. Auch die offene Kommunikation innerhalb des Unternehmens ist sehr positiv zu bewerten. Es gibt immer ein offenes Ohr für Anregungen und Vorschläge. Das schafft ein angenehmes Arbeitsklima und trägt zur hohen Zufriedenheit bei.;57,0;0,75;0,9236;0,24639999999999995;3,0070909090909095;High Valence/High Arousal;22,0;7,639745474196962;0;0,6648297544303812;False;False;False;4,833333333333333;4,833333333333333;4,25;4,833333333333333;4,625;4,571428571428571;4,222222222222222;5,0;4,537037037037037;0;0,7735349012197452;0,7;0,2
24;2;6;2025-03-09 05:13:00;2025-03-09 05:22:06;9,1;0;;;;;;;;;;0;1,0217754925778484;False;False;False;3,5;2,1666666666666665;3,25;4,5;2,375;3,7142857142857144;3,2222222222222223;3,0;3,111111111111111;0;;;
25;5;13;2026-03-09 04:01:00;2026-03-09 04:12:42;11,7;0;;;;;;;;;;0;1,352715518220849;False;False;False;2,8333333333333335;3,3333333333333335;2,0;2,6666666666666665;3,625;3,142857142857143;3,6666666666666665;1,8;3,0185185185185186;0;;;
26;11;1;2024-03-24 06:02:00;2024-03-24 06:11:48;9,8;1;Ich möchte mehr Wertschätzung für meine Arbeit sehen.;8,0;-0,3;-0,21120000000000005;0,6335999999999999;3,229;Low Valence/High Arousal;23,0;4,308034412492796;0;0,8901981971385243;False;False;False;4,333333333333333;4,833333333333333;4,5;3,0;4,375;4,714285714285714;4,555555555555555;4,2;4,333333333333333;0;-0,3152680646074016;-0,4;0,6
27;3;5;2024-10-22 08:13:00;2024-10-22 08:20:06;7,1;0;;;;;;;;;;0;1,0171485609135733;False;False;False;3,3333333333333335;1,8333333333333333;2,0;4,0;2,625;3,0;3,111111111111111;1,8;2,7222222222222223;0;;;
28;4;14;2026-03-27 00:53:00;2026-03-27 01:00:18;7,3;1;Ich verstehe nicht, wie wir in dieser Zeit noch mit Steinzeit-Prozessen arbeiten. Wieso müssen wir ständig zwischen verschiedenen Systemen hin und her wechseln? Das kostet uns nur unnötig Zeit und Nerven. Es ist an der Zeit, dass hierFinally Modernisierung stattfindet.;40,0;-0,6;-0,8952;0,05840000000000001;2,9167857142857145;Low Valence/High Arousal;-1,0;6,959695948768074;0;1,2400547766355339;False;False;False;3,8333333333333335;3,5;3,5;2,1666666666666665;3,875;4,142857142857143;3,7777777777777777;3,2;3,5;0;-0,6228098117106385;-0,7;0,0
29;6;14;2026-04-12 06:41:00;2026-04-12 06:43:42;2,7;0;;;;;;;;;;0;0,730918455751919;True;False;False;2,0;2,5;2,0;3,6666666666666665;2,875;2,142857142857143;1,8888888888888888;2,0;2,3518518518518516;0;;;
30;12;3;2024-09-03 05:35:00;2024-09-03 05:40:24;5,4;0;;;;;;;;;;0;0,6903548343746962;False;False;False;3,3333333333333335;1,3333333333333333;1,75;2,0;2,625;2,4285714285714284;2,4444444444444446;2,0;2,2962962962962963;0;;;
31;5;4;2024-10-05 06:45:00;2024-10-05 06:56:00;11,0;1;Ich schätze es sehr, dass mein Input hier wertgeschätzt wird und ich mich in meinem Aufgabenbereich frei entfalten kann. Die Kollegen unterstützen sich gegenseitig und das offene Arbeitsklima motiviert mich täglich.;31,0;0,75;0,9236;0,5504;3,177083333333334;High Valence/High Arousal;-1,0;7,030942378700794;4;0,7761758689832072;False;False;False;4,8;4,75;4,0;3,6666666666666665;4,875;4,5;4,888888888888889;3,4;4,36;0;0,7622381077953908;0,7;0,5
32;1;4;2024-10-02 04:29:00;2024-10-02 05:19:18;50,3;0;;;;;;;;;;0;1,365569432220067;False;False;False;2,6666666666666665;3,8333333333333335;4,0;3,5;3,5;2,0;3,6666666666666665;4,4;3,2777777777777777;0;;;
33;11;9;2025-05-13 02:03:00;2025-05-13 02:11:12;8,2;0;;;;;;;;;;0;0,955326382737417;False;False;False;4,0;3,1666666666666665;3,75;2,0;3,5;4,142857142857143;2,7777777777777777;3,2;3,259259259259259;0;;;
34;1;6;2025-03-15 00:10:00;2025-03-15 00:12:30;2,5;0;;;;;;;;;;0;1,1504564159755897;True;False;False;2,5;1,8333333333333333;3,0;1,3333333333333333;2,375;2,4285714285714284;2,111111111111111;2,2;2,185185185185185;0;;;
35;4;1;2024-03-17 07:10:00;2024-03-17 07:22:24;12,4;0;;;;;;;;;;0;1,0731459398637175;False;False;False;4,166666666666667;2,3333333333333335;1,5;1,1666666666666667;2,25;3,142857142857143;2,6666666666666665;1,6;2,4074074074074074;0;;;
36;5;10;2025-09-12 00:14:00;2025-09-12 00:25:24;11,4;0;;;;;;;;;;0;0,8104833732981401;False;False;False;3,8333333333333335;3,6666666666666665;3,75;4,666666666666667;4,5;4,285714285714286;4,888888888888889;3,4;4,148148148148148;0;;;
37;8;10;2025-09-08 11:48:00;2025-09-08 11:50:42;2,7;1;Ich erlebe den Umgang mit Fehlern als gelassen. Man geht konstruktiv damit um und sucht Lösungen. Allerdings könnte man noch offener über Fehler sprechen, um von Anfang an zu lernen.;30,0;0,25;0,18199999999999994;-0,22560000000000002;2,797333333333333;High Valence/Low Arousal;5,0;4,659072337417496;0;0,6986559923648874;True;False;False;4,333333333333333;3,8333333333333335;3,75;3,8333333333333335;3,625;4,285714285714286;3,3333333333333335;3,4;3,759259259259259;0;0,23149607526677357;0,2;-0,3
38;7;8;2025-04-19 01:03:00;2025-04-19 01:10:48;7,8;0;;;;;;;;;;0;0,7193540856137318;False;False;False;2,6666666666666665;2,3333333333333335;2,25;2,6666666666666665;3,0;2,7142857142857144;2,3333333333333335;2,6;2,537037037037037;0;;;
39;9;8;2025-04-22 08:54:00;2025-04-22 09:16:36;22,6;0;;;;;;;;;;0;1,0205779319406336;False;False;False;2,6666666666666665;3,5;3,25;3,6666666666666665;3,25;3,5714285714285716;4,222222222222222;4,2;3,574074074074074;0;;;
40;4;1;2024-03-06 06:08:00;2024-03-06 06:14:00;6,0;0;;;;;;;;;;0;0,678099040609049;False;False;False;4,333333333333333;4,666666666666667;4,25;4,0;4,875;4,714285714285714;3,6666666666666665;4,0;4,2592592592592595;0;;;
41;12;3;2024-09-11 07:21:00;2024-09-11 07:31:30;10,5;0;;;;;;;;;;0;0,8687444855261388;False;False;False;4,0;2,5;2,75;2,3333333333333335;3,25;3,5714285714285716;3,3333333333333335;2,2;3,0;0;;;
42;9;12;2025-10-26 00:24:00;2025-10-26 00:30:36;6,6;0;;;;;;;;;;0;1,0307975920379437;False;False;False;4,666666666666667;3,6666666666666665;3,75;4,666666666666667;3,625;4,285714285714286;2,4444444444444446;2,8;3,6481481481481484;0;;;
43;7;1;2024-03-20 02:04:00;2024-03-20 02:17:54;13,9;1;Ich könnte mehr Werkzeuge haben. Oder besser gesagt, ich bräuchte weniger Werkzeuge, die alleine durch ihre Anzahl bereits für Verwirrung sorgen. Eine klare Struktur und weniger Überfluss würde uns allen sicherlich helfen.;32,0;-0,3;-0,21120000000000005;-0,46719999999999995;2,6943125;Low Valence/Low Arousal;9,0;4,877490837842073;0;1,0888225710348627;False;False;False;3,3333333333333335;2,8333333333333335;2,75;1,5;2,625;4,285714285714286;3,2222222222222223;4,0;3,0555555555555554;0;-0,2899867448998875;-0,3;-0,5
44;11;14;2026-04-01 10:05:00;2026-04-01 10:12:24;7,4;1;Ich fühle mich oft überfordert durch die Arbeitsmenge und den damit verbundenen Termindruck. Eine bessere Verteilung der Aufgaben könnte hier Abhilfe schaffen.;22,0;-0,4;-0,55;-0,6599999999999999;2,5958888888888887;Low Valence/Low Arousal;4,0;4,665668870998635;0;0,8353225733436076;False;False;False;3,1666666666666665;2,1666666666666665;1,75;1,1666666666666667;2,0;2,2857142857142856;2,111111111111111;1,2;1,9814814814814814;0;-0,409381667930898;-0,5;-0,7
45;8;5;2024-10-16 06:58:00;2024-10-16 07:16:12;18,2;1;Ich kann nicht leugnen, dass die Anerkennung meiner Arbeit hier sehr wertgeschätzt wird.;13,0;0,5;0,6192;0,968;3,8169999999999997;High Valence/High Arousal;23,0;4,52761721949771;0;1,0066168230124948;False;False;False;3,5;4,5;4,75;5,0;3,75;4,0;3,6666666666666665;4,6;4,074074074074074;0;0,51661299006976;0,5;0,9
46;1;4;2024-10-05 04:55:00;2024-10-05 05:17:12;22,2;1;Ich bin froh, dass ich nicht alleine arbeite. Es gibt viele Kollegen, die immer bereit sind, mir zu helfen und mich zu unterstützen. Zusammen meistern wir auch schwierige Aufgaben. Besonders positiv finde ich, dass meine gute Arbeit auch wahrgenommen und gewürdigt wird. Dies motiviert mich, noch besser zu arbeiten und mich weiterzuentwickeln.;52,0;0,65;0,8400000000000001;0,716;3,29;High Valence/High Arousal;-1,0;6,975772301679608;0;0,7948119687626312;False;False;False;4,666666666666667;4,833333333333333;4,25;4,833333333333333;3,125;4,857142857142857;4,888888888888889;4,8;4,481481481481482;0;0,6652382178748402;0,6;0,7
47;8;13;2026-03-03 05:09:00;2026-03-03 05:25:24;16,4;0;;;;;;;;;;0;0,9613422366030784;False;False;False;4,5;3,5;4,25;2,3333333333333335;3,75;4,571428571428571;4,333333333333333;5,0;3,9814814814814814;0;;;
48;3;11;2025-10-04 08:41:00;2025-10-04 08:47:42;6,7;0;;;;;;;;;;0;0,6266836163460043;False;False;False;4,5;4,166666666666667;4,0;4,166666666666667;3,875;3,857142857142857;4,333333333333333;4,4;4,148148148148148;0;;;
49;8;4;2024-10-06 06:39:00;2024-10-06 06:49:00;10,0;1;Ich schätze die klare Planung unserer Projekte und dass wir immer rechtzeitig über Termine informiert werden. Das ermöglicht eine gute Vorbereitung und lässt uns unsere Arbeit effizient erledigen.;28,0;0,5;0,6192;0,40080000000000005;3,0865000000000005;High Valence/High Arousal;17,0;4,014287266235882;0;0,0;False;True;False;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;5,0;0;0,5091247751987488;0,5;0,4
50;9;11;2025-10-11 04:51:00;2025-10-11 04:59:30;8,5;1;Die Zusammenarbeit in meinem Team ist meistens gut. Wir unterstützen uns gegenseitig und haben Spaß an der Arbeit. Allerdings gibt es auch manchmal Konflikte wegen unterschiedlicher Arbeitsweisen.;27,0;0,25;0,18199999999999994;0,6679999999999999;3,255;High Valence/High Arousal;7,0;4,49674648804024;0;0,5718776312789587;False;False;False;4,166666666666667;4,666666666666667;4,75;5,0;3,75;4,285714285714286;3,7777777777777777;4,0;4,222222222222222;0;0,23198762418046548;0,2;0,6
51;4;10;2025-09-08 11:05:00;2025-09-08 11:09:24;4,4;0;;;;;;;;;;0;0,5632589607660924;False;False;False;4,333333333333333;3,8333333333333335;3,75;4,166666666666667;4,0;4,0;5,0;4,2;4,148148148148148;0;;;
52;6;11;2025-10-09 03:18:00;2025-10-09 04:17:06;59,1;1;Die Prozesse bei uns sind ein wenig wie eine Landkarte ohne Ortsangaben. Man weiß, dass man irgendwohin muss, aber der Weg dahin ist oft unklar und voller Umwege. Die Werkzeuge hingegen sind meist brauchbar, auch wenn sie manchmal etwas gewöhnungsbedürftig sind. Aber schließlich hat ja schon die Katze im Sack ihre Reize, nicht wahr?;54,0;-0,3;-0,21120000000000005;0,5992;3,211384615384615;Low Valence/High Arousal;9,0;5,657064893940702;0;1,1357847455042687;False;False;False;4,5;2,8333333333333335;1,75;4,666666666666667;2,875;3,0;3,111111111111111;3,2;3,259259259259259;0;-0,32463188651244973;-0,4;0,5
53;7;9;2025-05-23 05:00:00;2025-05-23 05:18:42;18,7;1;Ich empfinde den Informationsfluss im Unternehmen als teils gut und teils verbesserungsfähig. Während bestimmte Projekte und Entscheidungen sehr transparent kommuniziert werden, gibt es andere Bereiche, in denen wichtige Informationen länger Zeit benötigen, um sich herumzusprechen oder gar verloren gehen. Es wäre wünschenswert, hier eine einheitlichere und zielgerichtetere Informationspolitik zu etablieren, um alle Mitarbeiter zeitnah und umfassend zu informieren.;58,0;-0,3;-0,21120000000000005;-0,41679999999999995;2,71151923076923;Low Valence/Low Arousal;0,0;5,531456396276735;0;0,7083410407769107;False;False;False;4,0;2,8333333333333335;3,0;3,0;4,0;2,2857142857142856;4,111111111111111;3,4;3,3703703703703702;0;-0,2856537811248931;-0,3;-0,5
54;12;8;2025-04-16 07:30:00;2025-04-16 07:57:54;27,9;1;Die Entscheidungswege in unserem Unternehmen sind oft unklar und führen zu langen Wartezeiten. Als Mitarbeiterin im Einkauf hatte ich kürzlich einen Lieferantenvertrag auszuhandeln. Es war unklar, wer Ultimately für die Vertragsunterzeichnung verantwortlich ist. Ich habe den Vertrag mehrere Wochen lang zwischen verschiedenen Abteilungen hin und hergeschickt, bevor er finally unterzeichnet wurde. In dieser Zeit hätte der Lieferant bereits mit der Produktion beginnen können. Wir sollten klarere Entscheidungswege und eindeutige Verantwortlichkeiten definieren, um solche Verzögerungen in Zukunft zu vermeiden.;78,0;-0,3;-0,21120000000000005;0,08319999999999994;2,92859375;Low Valence/High Arousal;-1,0;5,984797818625944;0;0,9700259709650103;False;False;False;4,333333333333333;3,8333333333333335;3,0;2,6666666666666665;3,875;3,5714285714285716;3,6666666666666665;4,8;3,759259259259259;0;-0,29175745717039836;-0,3;0,0
55;6;10;2025-09-14 11:49:00;2025-09-14 11:52:48;3,8;1;Ich finde es schwierig, unserer Unternehmensstrategie zu folgen, da sie nicht klar formuliert ist. Es gibt keine eindeutigen Ziele oder Handlungsleitlinien, denen wir als Team folgen können. Ohne eine klare Strategie ist es schwer, die richtigen Entscheidungen zu treffen und die notwendigen Schritte in die richtige Richtung zu gehen.;49,0;-0,5;-0,7524;0,13119999999999998;2,9532499999999997;Low Valence/High Arousal;1,0;5,601905261950169;0;0,6845096486679327;False;False;False;3,8333333333333335;4,166666666666667;4,25;3,3333333333333335;4,625;4,142857142857143;3,7777777777777777;3,8;3,9444444444444446;0;-0,48974173106868324;-0,5;0,1
56;12;6;2025-03-07 08:30:00;2025-03-07 08:35:06;5,1;0;;;;;;;;;;0;0,8130659078513455;False;False;False;3,5;2,3333333333333335;2,5;2,1666666666666665;3,125;2,5714285714285716;2,111111111111111;1,0;2,4074074074074074;0;;;
57;9;14;2026-04-10 02:03:00;2026-04-10 02:14:54;11,9;1;Der Informationsfluss in diesem Unternehmen ist schlechter als eine Einbahnstraße ohne Gegenverkehr. Man erfährt nur das, was die Chefetage für wichtig befindet - und das meistens zu spät. Es gibt keine offene Kommunikation auf Augenhöhe, keine regelmäßigen Feedback-Gespräche oder Mitarbeitertreffen. Informationen werden nicht geteilt, sondern gehortet wie ein Schatz. Das führt dazu, dass ich meine Arbeit oft im Dunkeln tun muss, weil mir wichtige Details vorenthalten werden. Es ist frustrierend und ineffektiv. Irgendjemand sollte hier dringend mal das Licht anknipsen.;80,0;-0,6;-0,8952;0,4376;3,1037962962962955;Low Valence/High Arousal;0,0;7,841652630883637;0;0,656100757546514;False;False;False;5,0;3,3333333333333335;4,0;4,0;4,25;3,5714285714285716;3,6666666666666665;3,4;3,8518518518518516;0;-0,602054211223083;-0,7;0,4
58;3;11;2025-10-08 06:12:00;2025-10-08 06:17:06;5,1;1;Der Informationsfluss in unserem Unternehmen ist recht gut organisiert. Es gibt verschiedene Kanäle wie E-Mail, Intranet und auch Meetings, um Informationen zu teilen. Allerdings gibt es immer noch einige Abteilungen, die etwas abseits stehen und weniger einbezogen sind. Eine bessere Kommunikation und Zusammenarbeit zwischen diesen Abteilungen könnte den Informationsfluss insgesamt verbessern.;51,0;0,25;0,18199999999999994;-0,9072;2,37375;High Valence/Low Arousal;0,0;5,200723854015879;0;0,8751559709246938;False;False;False;4,833333333333333;4,666666666666667;4,25;2,6666666666666665;4,25;4,857142857142857;4,555555555555555;5,0;4,37037037037037;0;0,2534370597976447;0,2;-1,0
59;1;14;2026-03-31 09:48:00;2026-03-31 10:18:42;30,7;1;Ich bin seit Jahren hier beschäftigt und fühle mich von Tag zu Tag mehr überlastet. Die Arbeitsmenge ist einfach zu hoch und der Termindruck unerträglich. Ich habe das Gefühl, dass meine Arbeit nie abgeschlossen ist und ständig neue Aufgaben hinzukommen. Es wird Zeit, dass sich etwas ändert und wir endlich wieder Luft zum Atmen haben.;55,0;-0,6;-0,8952;0,6776;3,2606499999999996;Low Valence/High Arousal;4,0;7,4427824820055655;0;0,6584928687094189;False;False;False;3,8333333333333335;3,6666666666666665;3,75;3,6666666666666665;4,0;4,714285714285714;4,555555555555555;3,6;3,9814814814814814;0;-0,6180101500936171;-0,7;0,6
60;7;8;2025-05-03 07:24:00;2025-05-03 07:30:06;6,1;1;Es ist positiv zu bemerken, dass im Unternehmen eine Fehlerkultur vermittelt wird, in der es als Möglichkeit zur Verbesserung gilt. Allerdings fehlt oft die strukturelle Unterstützung von Fehlern, wie z.B. die Möglichkeit zur Reflexion und dem Erklären des Fehlers. Oft gibt es auch keine Maßnahmenplanung nach einem Fehler.;48,0;-0,3;-0,21120000000000005;-0,7704;2,515642857142857;Low Valence/Low Arousal;5,0;5,853094400528725;0;1,309002319317135;False;False;False;3,6666666666666665;3,6666666666666665;4,0;2,5;3,125;2,4285714285714284;3,888888888888889;2,2;3,1481481481481484;0;-0,31927349632320134;-0,4;-0,8
